id,current_living,current_ideal,experience_rent,rent_month,rent_if_lottery,rent_MRT,rent_bus,rent_car,rent_motorpri,rent_motorsha,rent_bikepri,rent_bikesha,rent_walk,rent_1280,rent_consider_time,rent_consider_cost,rent_consider_rely,rent_consider_flex,rent_consider_conv,rent_consider_safe,rent_consider_cozy,rent_consider_envi,rent_consider_heal,rent_own_car,rent_own_motor,rent_own_bike,rent_veh_license,dorm_type,dorm_if_out,dorm_MRT,dorm_bus,dorm_car,dorm_motorpri,dorm_motorsha,dorm_bikepri,dorm_bikesha,dorm_walk,dorm_shuttle,dorm_rent_consider_time,dorm_rent_consider_cost,dorm_rent_consider_rely,dorm_rent_consider_flex,dorm_rent_consider_conv,dorm_rent_consider_safe,dorm_rent_consider_cozy,dorm_rent_consider_envi,dorm_rent_consider_heal,dorm_own_car,dorm_own_motor,dorm_own_bike,dorm_veh_license,home_if_lottery,home_if_rent,home_MRT,home_bus,home_car,home_motorpri,home_motorsha,home_bikepri,home_bikesha,home_walk,home_1280,home_rent_consider_time,home_rent_consider_cost,home_rent_consider_rely,home_rent_consider_flex,home_rent_consider_conv,home_rent_consider_safe,home_rent_consider_cozy,home_rent_consider_envi,home_rent_consider_heal,home_own_car,home_own_motor,home_own_bike,home_veh_license,prefer_rent_price,prefer_time,prefer_dist,prefer_cost,prefer_roomtype,prefer_together,prefer_food,prefer_mall,prefer_shop,prefer_agency,prefer_finance,prefer_hospital,prefer_metro,prefer_bus,prefer_motorshare,prefer_youbike,prefer_youbikeE,prefer_bikefac,prefer_pedfac,prefer_accident,prefer_route,prefer_nightride,prefer_clean,prefer_quiet,prefer_park,prefer_safe,prefer_balcony,prefer_legalhouse,prefer_elevator,prefer_gender,prefer_emergency,prefer_post,prefer_pets,prefer_cook,prefer_counting,prefer_garbage,prefer_appli,motor_status,motor_enjoy,motor_need,motor_everyone,motor_further,motor_flex,motor_conv,motor_no_danger,motor_rely,motor_no_alter,share_envi,share_cool,share_cheap,share_cozy,share_altermotor,share_no_empty,share_no_full,own_motor,own_plan_motor,bike_enjoy,bike_heal,bike_envi,bike_no_leisure,bike_need,bike_everyone,bike_time,bike_flex,bike_conv,bike_no_danger,bike_rely,youbike_station,youbike_envi,youbike_no_empty,youbike_no_full,youbike_alterbike,youbike_easy,own_bike,own_plan_bike,gender,university,grade,income,familyeco,job,single,pets
284,rent,1,0,10,2,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,2,2,0,1,-1,1,0,1,1,0,1,-1,-1,1,1,1,1,2,2,-1,2,2,2,-1,1,2,-1,-2,0,1,-1,-1,-1,-2,1,-1,-2,1,1,-2,-1,2,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-2,2,-2,-2,1,2,-2,0,1,1,-1,-1,-1,2,1,2,0,1,5,8.75,3,0,0,0
286,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,1,1,0,-1,2,0,2,2,-1,1,0,2,0,-1,0,1,1,1,0,0,-1,-1,-1,-2,1,0,0,0,1,1,1,-1,-2,1,-2,0,0,1,0,-1,2,1,0,0,-1,0,1,1,0,0,1,1,0,-2,2,0,0,-1,1,-2,-1,0,0,1,1,-1,1,1,2,1,1,4,21.25,3,1,1,0
287,together,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,2,2,2,0,0,1,2,2,0,2,0,1,1,2,1,1,1,1,0,1,1,1,-1,0,2,1,-2,2,2,2,1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,1,1,1,1,1,0,0,0,1,1,1,1,-1,-1,-1,1,1,1,-1,1,2,2,-1,-1,1,1,1,-1,0,1,4,13.75,4,1,0,0
288,dormitory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,-1,-1,-1,2,2,-1,-1,-1,-1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,-1,-1,-1,0,1,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,-1,1,1,5,21.25,4,1,1,0
289,home,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,2,2,0,1,1,1,0,0,0,-1,-1,-1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,-1,0,1,0,1,0,1,1,0,1,2,2,-1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,-1,0,0,-1,-1,-1,1,-1,1,1,1,2,0,1,1,0,1,1,5,18.75,3,0,0,0
290,dormitory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,0,0,0,0,0,0,0,1,0,2,2,2,-1,2,2,2,2,2,-1,2,-1,0,1,1,-1,1,1,2,1,1,1,11.25,3,0,1,0
291,home,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,2,1,1,0,1,0,1,1,0,0,0,0,1,1,-1,2,-1,1,1,1,1,1,2,1,0,1,1,1,0,0,1,0,-1,1,1,0,0,-1,-1,-1,-1,0,-1,-1,1,-1,1,0,0,1,-1,0,0,0,0,-1,2,2,0,-1,-1,-1,1,1,1,-1,1,1,1,-1,-1,1,2,1,0,0,1,6,8.75,3,0,0,0
292,dormitory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,-1,0,2,2,0,-1,-2,-2,2,2,-2,1,-2,-1,2,2,1,2,0,2,-2,2,-2,1,-2,-2,2,-2,-2,-2,2,1,1,-2,-2,-2,-2,1,0,0,-1,-1,1,0,-1,-1,-2,-1,1,2,0,1,2,1,0,-1,-2,-2,2,2,2,-1,0,2,0,-1,1,-1,2,1,2,1,1,2,8.75,4,0,1,0
293,bot,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,1,0,-1,1,-1,1,0,-2,0,-1,-2,0,1,1,0,1,2,-1,1,0,1,1,-1,0,0,-1,-1,1,1,2,0,1,1,-1,1,1,1,-1,1,1,0,1,0,0,-1,0,1,1,1,0,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,0,1,1,1,1,1,0,0,1,6,11.25,4,0,0,0
294,dormitory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,-1,-1,-1,-1,-1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,-1,1,0,-1,1,1,0,0,0,0,1,1,-1,1,1,2,0,1,4,16.25,4,1,0,0
295,dormitory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,2,2,1,0,1,0,2,2,0,1,-1,1,1,1,1,1,2,2,-1,2,0,1,1,0,0,0,0,2,2,1,2,-1,0,1,-1,1,1,1,1,1,2,0,0,0,0,-1,1,1,0,-1,0,0,0,-1,1,0,1,1,1,-1,1,1,0,1,1,-1,1,1,2,0,1,1,13.75,3,0,0,0
296,rent,0,1,10,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,-1,1,2,1,1,0,-1,-2,-1,0,-2,-2,-2,-2,2,2,2,2,2,1,-1,1,-2,-1,2,-2,2,2,0,2,2,2,-2,2,-1,-1,2,-1,2,2,2,-2,0,-1,-2,-2,-2,-2,-2,-2,-2,1,1,2,2,2,-2,2,-2,2,2,2,1,2,-2,-2,1,-2,-2,-1,1,2,0,1,5,11.25,3,0,1,0
297,dormitory,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,-2,-1,1,-1,-1,-1,-2,0,2,2,-2,0,0,0,0,0,0,0,0,0,-1,1,0,1,1,1,1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,-1,0,1,1,0,-1,0,0,0,0,0,-1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,6,16.25,4,1,1,0
298,dormitory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,2,0,-1,0,1,1,1,-1,1,-1,0,1,-1,-1,0,1,0,0,0,0,1,0,1,1,1,1,2,1,1,2,0,-1,-1,-1,1,1,1,1,0,2,1,0,1,2,2,0,1,0,-1,1,1,2,-1,-1,0,1,-1,1,-1,1,1,2,0,0,1,1,1,0,0,1,2,6.25,3,0,1,0
299,dormitory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,2,2,0,0,0,2,1,-2,0,-1,1,0,0,1,1,2,2,0,1,1,2,0,0,1,1,-1,2,2,1,2,-2,-2,-2,-2,0,1,1,1,0,1,0,0,0,0,0,1,1,0,-1,0,0,0,-2,0,-1,1,1,1,-1,1,2,0,1,0,0,1,0,0,0,1,4,18.75,4,1,1,0
300,home,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,-1,1,-1,-1,-2,-2,-2,0,1,-2,2,1,1,0,-1,0,0,1,2,0,-1,0,2,-2,-2,0,-1,-2,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,0,0,-1,0,0,0,-1,-1,-1,0,1,1,-1,1,1,-1,-1,0,1,1,0,-1,1,1,1,6.25,4,1,1,0
301,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,-1,1,1,0,0,-1,1,0,1,0,0,2,-2,2,2,1,2,2,0,1,0,2,-1,1,1,1,2,-1,1,0,2,2,2,-2,-2,-2,-2,1,-1,-2,2,-2,-1,1,-1,0,0,1,1,1,0,-1,2,2,2,-1,1,0,0,1,1,-2,0,2,2,-1,-1,-1,2,1,2,0,1,5,6.25,3,0,1,0
302,dormitory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-1,0,0,1,1,0,1,1,1,-1,-1,0,0,1,1,-1,1,-1,-1,0,-2,1,1,0,0,1,0,1,1,1,1,2,1,2,1,-1,1,0,1,2,1,1,-1,-1,-1,0,1,1,1,2,-1,2,1,2,2,1,-1,0,1,1,1,-1,-2,1,1,1,0,1,4,8.75,3,0,0,0
303,rent,0,1,8,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,-1,-1,-1,-2,-2,-2,-1,-1,-1,0,-1,-1,0,0,0,0,1,1,0,0,0,2,0,0,1,0,-2,-1,1,0,0,-1,0,0,-1,-1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,-1,1,0,0,1,1,-1,0,0,0,0,1,0,2,1,1,1,1,5,13.75,4,0,1,0
304,dormitory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,-1,-1,2,1,1,1,1,0,2,1,0,0,0,0,0,0,1,1,1,2,-1,1,0,0,0,-1,1,1,-1,0,2,2,0,0,0,0,0,1,1,0,-1,1,0,1,0,1,-1,0,0,0,0,0,2,1,1,-2,2,1,2,1,1,-1,1,-1,-1,1,1,-1,-2,1,2,0,1,3,11.25,4,1,1,0
305,dormitory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,-1,1,2,2,1,1,1,2,2,0,1,1,1,1,0,0,0,1,1,1,2,0,-1,-2,-2,1,0,-2,-1,1,0,-1,0,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0,0,0,1,1,2,-2,0,1,1,2,1,-2,2,-1,-2,0,0,-2,-2,1,1,0,1,3,8.75,3,0,0,0
306,dormitory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,-1,-2,2,1,1,2,2,2,1,1,2,1,1,0,0,1,1,1,0,0,-1,0,-1,0,0,-2,1,0,-1,0,2,1,-1,0,0,-1,-1,1,-1,0,-1,1,0,-1,-1,-1,0,-1,0,0,0,-1,1,2,1,-1,1,2,2,2,2,-2,1,-1,-2,1,1,-2,2,1,2,0,1,4,8.75,3,1,1,0
307,bot,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-1,2,1,0,0,2,-1,-2,-2,-2,1,1,-1,1,-2,1,2,2,2,2,2,2,0,2,0,1,-1,1,2,-1,-2,0,2,1,1,-2,-2,0,-2,-2,1,1,2,-2,1,1,1,1,1,1,-1,-1,0,-2,1,1,1,-2,2,2,1,2,2,-1,0,-1,1,2,-1,-1,2,1,2,0,1,7,3.75,2,1,1,0
308,home,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-1,0,-1,0,0,-2,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,1,2,1,-2,1,-2,1,1,1,-2,0,-1,-1,-1,-1,-1,0,1,1,0,1,6,28.75,3,1,1,0
309,home,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,2,2,1,1,1,1,1,2,2,0,0,1,2,2,-2,2,0,2,2,2,2,2,2,2,1,2,0,2,1,-1,2,1,-2,2,2,2,1,-2,-2,2,-2,-2,-2,-2,2,0,2,0,0,0,0,0,0,0,0,-2,1,1,2,-2,0,0,1,2,2,-2,1,0,2,0,0,-1,2,1,1,1,1,5,8.75,3,1,0,0
310,home,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,-1,-1,0,0,-1,1,-1,-2,0,-1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,0,1,-1,-1,1,1,1,-1,0,1,0,-2,-1,-1,-2,1,0,0,1,0,1,0,0,1,-1,0,0,-1,1,0,-1,0,-1,1,-1,-1,-2,-2,-2,0,-1,1,0,1,1,1,1,1,-1,0,1,8,18.75,4,1,0,1
311,home,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,2,0,-1,0,0,0,0,1,0,0,-1,1,-1,0,-1,-1,-2,-2,0,1,-1,-1,-1,0,0,-2,-2,-2,-2,0,0,-1,2,-1,1,0,0,0,0,-1,0,-1,0,-2,1,1,1,-2,2,0,0,1,1,-2,1,0,1,-1,1,-1,1,1,2,1,1,5,6.25,4,1,1,0
312,dormitory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,-1,-1,0,0,0,-1,1,1,1,2,0,2,0,2,1,0,0,1,2,2,1,2,0,0,-1,-2,2,1,-2,2,2,1,2,-2,-2,-2,-2,1,1,1,2,0,2,1,0,2,1,2,0,0,0,0,2,2,2,-2,2,-1,1,2,2,-1,2,0,1,-1,-2,0,1,1,2,0,1,4,6.25,2,1,1,0
313,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,1,1,0,1,1,2,2,-2,0,0,1,2,0,1,1,1,2,0,1,0,2,-1,0,2,-2,-1,1,1,1,0,-1,-1,0,-1,-1,1,1,1,0,2,0,-1,1,0,0,1,1,0,0,1,0,1,-1,-1,-1,0,0,2,-1,2,1,1,0,-1,1,2,0,1,1,1,1,6.25,3,1,1,0
314,home,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,2,1,-2,1,1,-2,0,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,1,-2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,1,2,1,1,9,31.25,3,0,0,0
315,dormitory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,-1,2,1,2,1,0,-1,1,1,2,2,-2,1,-1,0,1,2,2,2,1,2,0,2,0,2,1,-2,1,0,0,1,2,2,2,-1,-2,-1,-2,1,-1,-1,0,1,1,-1,-1,-1,-1,2,1,1,0,0,1,2,2,-1,1,0,1,0,2,-1,1,1,0,-1,-1,-2,2,1,2,1,1,2,13.75,4,0,0,0
316,rent,1,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,2,2,2,-1,-1,0,0,2,2,-1,2,2,2,-1,-1,1,2,1,2,1,1,9,31.25,3,0,1,0
317,home,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,0,0,1,0,0,-1,-1,-1,0,0,1,1,0,1,2,0,1,1,1,1,0,0,1,0,0,0,2,0,-1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,1,0,1,0,0,1,0,0,-1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,5,6.25,3,1,0,0
318,rent,1,1,8,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,-2,-2,-2,1,-1,-1,0,-1,0,1,0,1,1,1,1,-1,1,1,1,-1,-1,0,0,-2,-1,1,0,1,0,1,2,0,2,2,2,-1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,1,1,0,0,1,2,1,1,9,16.25,3,0,1,0
319,rent,1,1,6,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,2,0,0,1,0,1,1,1,0,0,1,2,1,1,1,2,2,1,1,1,2,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,3,6.25,4,0,0,0
320,home,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,0,0,0,0,-1,0,0,0,1,0,1,-2,1,0,0,0,0,1,1,0,1,0,1,0,0,1,-2,-2,0,1,1,0,-2,-2,0,-2,0,-1,-2,1,-1,2,0,0,1,0,0,0,1,0,0,1,1,1,-1,-2,-2,0,0,0,-1,0,2,2,-1,-1,1,2,1,0,1,1,1,8.75,4,0,1,0
321,home,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,-1,0,-1,-1,-1,-1,-2,-2,-2,2,0,-1,1,-1,1,0,-1,0,0,0,-1,-1,0,1,1,1,-2,1,0,-2,2,1,0,-1,-1,-1,0,-1,0,1,2,2,0,2,1,0,1,-1,-2,-1,-1,1,2,1,2,1,-1,1,-1,1,1,1,-1,0,2,0,0,-1,0,1,1,2,0,1,4,31.25,3,0,0,0
